Recency,Frequency,Monetary,cluster_final
30,2,547.0600000000001,0
275,1,108.5,1
86,1,621.66,0
119,2,712.29,0
372,1,101.55,1
0,11,2895.64,0
218,3,1008.39,1
64,1,133.06,0
60,4,1797.5,0
137,1,868.49,1
20,1,166.07999999999998,0
11,10,3945.0,0
24,12,4867.72,0
36,4,1207.56,0
276,1,117.55,1
10,7,2638.94,0
72,5,1674.69,0
25,2,595.42,0
16,12,2999.46,0
140,1,196.0,1
25,7,1802.91,0
18,2,604.64,0
3,2,728.16,0
65,5,2055.51,0
0,2,347.75,0
42,7,3406.7200000000003,0
227,1,205.7,1
15,4,1572.71,0
49,2,3178.17,0
1,6,1629.12,0
73,2,551.04,0
0,31,20374.28,0
3,6,1387.68,0
1,30,16363.23,0
263,1,298.11,1
52,2,1992.1100000000001,0
23,1,184.4,0
9,6,2474.33,0
43,1,239.41,0
16,7,3191.53,0
6,7,5739.46,0
29,15,4757.95,0
357,2,290.40000000000003,1
126,4,740.94,0
136,1,200.47,1
141,1,283.12,1
131,2,765.34,0
37,8,2285.71,0
235,1,338.95,1
260,1,154.95,1
16,4,2534.64,0
252,1,417.95,1
29,4,1824.37,0
34,3,798.74,0
168,2,885.19,1
2,9,1823.52,0
3,17,10504.49,0
184,2,152.4,1
187,2,267.08,1
169,1,137.45,1
10,2,385.1,0
44,1,522.91,0
320,1,153.0,1
200,1,326.4,1
22,11,5655.99,0
231,1,139.35,1
37,15,5396.04,0
25,4,1195.94,0
95,4,2424.04,0
126,6,3276.4000000000005,0
70,3,1033.0,0
15,11,3439.08,0
14,1,1060.25,0
3,3,2876.01,0
2,13,5298.4800000000005,0
78,4,1240.11,0
372,1,303.97,1
38,2,692.19,0
53,3,700.63,0
1,19,13110.02,0
8,3,377.44,0
8,2,168.24,0
18,4,1879.05,0
11,7,2791.35,0
112,2,355.11,0
3,6,2322.4,0
239,1,110.25,1
112,1,71.4,0
177,2,674.52,1
4,9,1797.57,0
358,1,80.64,1
0,5,1772.26,0
0,30,5605.29,0
18,8,3456.7,0
16,3,834.99,0
21,2,287.59,0
32,1,712.78,0
262,1,15.0,1
50,2,818.82,0
158,3,371.88,1
14,1,271.2,0
7,3,2273.1800000000003,0
12,10,3997.98,0
198,5,1143.27,1
56,2,245.81,0
10,2,182.77,0
96,4,1225.41,0
254,1,56.4,1
24,3,665.86,0
20,3,658.57,0
158,2,188.02,1
71,2,283.47,0
52,1,131.94,0
84,2,278.74,0
152,4,1865.19,1
73,2,1117.9,0
280,1,225.9,1
26,14,1965.55,0
29,1,106.1,0
24,1,323.04,0
179,2,350.39,1
39,4,697.9,0
21,3,780.43,0
21,10,3055.93,0
36,9,1199.01,0
81,3,1285.04,0
73,1,512.31,0
10,1,546.04,0
15,12,5411.91,0
3,39,7837.7300000000005,0
12,4,732.16,0
13,5,1770.88,0
36,4,36.56,0
3,3,387.68,0
71,7,3704.87,0
50,1,298.4,0
4,5,1995.46,0
22,4,1820.09,0
298,1,889.24,1
1,3,398.7,0
32,1,35.400000000000006,0
49,1,155.37,0
2,3,350.64,0
46,1,110.21000000000001,0
41,8,1593.38,0
26,5,2779.3,0
41,1,338.8,0
1,124,40991.57,2
302,1,205.48,1
106,1,51.559999999999995,0
84,1,2033.1,0
80,9,901.2,0
217,4,605.8000000000001,1
371,34,5391.21,1
11,2,114.34,0
184,2,311.26,1
372,1,208.97,1
1,4,1418.03,0
3,23,26879.04,0
5,12,5155.66,0
304,1,148.21,1
368,1,252.8,1
2,8,2100.8,0
323,1,330.9,1
58,6,3160.0,0
12,3,597.5,0
30,20,10526.32,0
142,1,329.65000000000003,1
29,6,1197.1000000000001,0
106,5,428.18,0
1,12,1894.35,0
204,1,155.9,1
79,5,1859.16,0
184,6,683.46,1
169,1,237.61,1
43,1,379.45,0
173,1,178.52,1
364,1,458.92,1
303,1,133.35,1
2,4,671.77,0
3,4,717.45,0
11,1,190.19,0
31,3,899.61,0
128,1,111.35,0
20,8,726.05,0
211,2,203.87,1
322,2,602.09,1
161,1,203.85999999999999,1
55,3,244.1,0
224,1,112.25,1
71,8,1119.81,0
43,1,98.0,0
22,1,256.32,0
172,3,566.6,1
84,2,152.06,0
158,1,155.8,1
189,2,112.19999999999999,1
28,1,110.38,0
20,1,191.67000000000002,0
70,4,800.24,0
246,1,72.9,1
373,1,243.28,1
8,1,366.23,0
309,5,311.01,1
58,2,411.6,0
3,1,336.43,0
44,3,341.28,0
87,1,1304.04,0
3,17,4204.1,0
63,4,826.52,0
281,1,207.50000000000003,1
11,7,2962.5,0
372,1,244.08,1
132,2,397.29,0
44,2,212.54,0
10,4,843.0,0
35,5,1740.48,0
133,2,408.36,0
28,3,1331.57,0
51,2,704.25,0
137,2,145.79,0
4,1,389.84,0
8,7,4301.22,0
159,1,99.14,1
48,10,4106.4400000000005,0
130,1,304.56,0
7,1,77.50000000000001,0
232,2,149.57999999999998,1
36,1,176.68,0
146,1,358.56000000000006,1
0,45,58510.48,0
71,3,482.2,0
39,3,1008.5400000000001,0
4,12,2332.72,0
198,4,557.3,1
248,1,12.75,1
65,1,111.68,0
116,1,508.46000000000004,0
170,1,73.78,1
20,39,1296.44,0
141,1,102.83,1
31,2,471.7,0
37,14,2622.57,0
37,5,1098.43,0
371,1,123.07,1
373,1,277.35,1
165,2,228.2,1
210,1,582.59,1
241,1,136.04,1
51,1,337.04,0
24,3,740.79,0
14,13,4488.81,0
371,1,353.19,1
28,1,288.14,0
364,1,300.91999999999996,1
35,4,757.71,0
165,3,811.45,1
144,1,152.68,1
21,1,634.95,0
55,1,20.8,0
184,1,198.57,1
11,7,201.12,0
236,3,630.84,1
224,2,93.35,1
121,4,678.49,0
281,1,76.1,1
73,8,1970.67,0
36,2,382.06,0
11,2,417.23,0
361,1,169.47,1
3,2,249.72,0
22,1,444.68,0
69,9,2116.19,0
234,1,257.34,1
256,1,174.8,1
372,1,102.78999999999999,1
154,2,187.29,1
27,1,166.42,0
3,1,120.03,0
31,5,1483.56,0
80,3,523.0,0
107,2,122.14,0
51,1,38.45,0
35,1,668.11,0
152,2,389.78,1
98,1,115.31,0
3,2,230.64999999999998,0
333,1,73.5,1
64,1,97.97,0
21,2,422.88,0
35,3,730.4,0
31,3,405.62,0
153,6,70.02,1
18,2,357.20000000000005,0
11,21,4183.39,0
53,1,165.04999999999998,0
24,3,559.51,0
3,10,2088.6,0
44,1,189.4,0
202,2,172.29000000000002,1
358,1,74.4,1
70,1,300.02,0
6,10,6784.1900000000005,0
287,1,363.65,1
9,1,170.16,0
22,3,306.46,0
21,10,2119.41,0
172,3,720.52,1
132,2,814.0,0
5,14,2392.83,0
74,1,318.0,0
39,1,396.33,0
288,1,101.7,1
25,5,2036.67,0
257,2,453.0,1
185,1,247.44,1
113,12,3877.5200000000004,0
373,1,489.6,1
22,10,2611.75,0
7,11,2633.01,0
216,2,336.13,1
44,4,3651.97,0
18,2,1231.5,0
35,3,343.45,0
25,1,703.37,0
15,1,90.48,0
329,2,689.95,1
273,1,101.34,1
97,2,4055.7200000000003,0
60,1,167.67000000000002,0
1,11,9068.26,0
92,4,2106.52,0
81,7,3017.3,0
312,2,580.05,1
11,3,911.15,0
7,6,2697.8,0
126,1,168.31,0
10,2,223.65,0
0,60,259657.3,2
36,1,754.64,0
37,1,113.48000000000002,0
329,1,430.7,1
253,1,271.0,1
1,26,8052.97,0
19,1,236.3,0
11,2,352.69,0
368,1,76.32000000000001,1
289,1,220.1,1
67,8,1418.03,0
25,1,320.71999999999997,0
10,26,5653.82,0
367,1,181.12,1
213,1,111.15,1
148,2,673.1,1
7,6,1826.21,0
23,2,589.4399999999999,0
29,4,1142.99,0
60,1,206.83,0
18,3,348.73,0
242,1,112.55000000000001,1
14,3,1059.39,0
211,1,931.5,1
28,5,681.91,0
62,3,784.33,0
294,1,152.65,1
17,6,8438.34,0
156,2,1019.52,1
116,2,1000.16,0
7,12,2888.75,0
12,4,2861.55,0
140,2,160.35,1
45,2,179.34,0
50,3,612.0799999999999,0
31,3,566.58,0
134,2,653.35,0
2,2,399.19,0
74,3,371.62,0
12,2,734.94,0
8,2,453.4,0
300,1,530.15,1
56,2,638.0600000000001,0
14,5,1618.69,0
36,1,399.65,0
176,1,302.46,1
22,3,1384.8600000000001,0
175,6,1169.94,1
60,1,202.65,0
32,3,980.3100000000001,0
58,5,1231.31,0
14,20,7561.68,0
86,4,2106.84,0
6,1,104.0,0
357,1,476.35,1
30,6,1341.42,0
128,4,1590.81,0
8,6,1793.17,0
4,6,1843.75,0
23,1,382.8,0
226,2,632.07,1
14,1,49.8,0
248,1,304.25,1
14,3,2001.04,0
77,2,1090.24,0
191,2,284.46000000000004,1
261,1,207.8,1
71,1,957.97,0
164,1,243.76,1
81,1,973.84,0
94,2,689.13,0
3,17,5425.56,0
105,1,163.8,0
199,3,1396.99,1
156,1,160.42000000000002,1
70,3,1993.7,0
35,2,517.36,0
28,1,139.10000000000002,0
1,6,2621.38,0
25,5,600.07,0
325,1,248.42,1
236,1,232.48000000000002,1
88,1,299.34000000000003,0
30,1,481.75,0
28,2,621.75,0
210,2,662.08,1
2,10,2069.77,0
226,1,305.28,1
21,5,1041.61,0
92,1,443.0,0
4,14,6484.54,0
263,1,158.95000000000002,1
2,12,5509.12,0
43,11,5228.05,0
217,1,93.75,1
56,2,779.9,0
11,20,7276.9,0
8,7,2810.2000000000003,0
191,5,2083.27,1
81,4,592.97,0
325,1,440.0,1
71,3,1796.48,0
29,6,882.24,0
2,5,987.1,0
218,5,1561.6100000000001,1
45,1,422.58,0
9,17,2073.09,0
71,4,2232.4900000000002,0
6,7,2567.06,0
23,2,596.1,0
122,2,804.02,0
16,1,95.34,0
309,1,349.27,1
86,1,4314.72,0
50,2,526.67,0
88,1,103.30000000000001,0
38,8,2337.63,0
24,3,2338.6,0
172,6,2643.2000000000003,1
42,2,324.24,0
139,1,149.48,1
25,3,1213.16,0
71,2,801.51,0
133,1,25.5,0
365,1,168.60000000000002,1
37,2,283.15000000000003,0
2,6,3078.58,0
1,3,204.0,0
29,1,175.92,0
43,1,335.86,0
57,1,110.38,0
73,1,173.9,0
277,1,180.60000000000002,1
180,1,80.82,1
7,2,178.05,0
3,16,2094.88,0
42,3,1837.28,0
